NAME,SHORTNAME,PROVIDER,PLACE,TYPE,SUB_TYPE,INDEX_PARENT,COMPO_PARENT,MEP,COMPO,DOWNLOAD,MNEMO,CODE,ISIN,REUTERS,BLOOMBERG,YAHOO,GOOGLE,LAUNCH,NB,CURR,CALCUL,FREQUENCY,PRICE,WEIGHTING,FLOAT,SHARES,CAPPING,BASE_VALUE,BASE_DATE,BASE_CAPI,HISTORY,CONTINENT,ORD,WEBSITE,URL_IDX,URL_CMP,LAST_UPDATE,CRITERIA,REV_COMPO,REV_FLOAT,ARR_FLOAT,FUTURES,OPTIONS,ETF,LEVEL3
EMPLOYMENT - IRELAND,LE - IRELAND,WEO,Ireland,ECONOMICS,Employment,PCPIIRL,,,,,,LEIRL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - ICELAND,LE - ICELAND,WEO,Iceland,ECONOMICS,Employment,PCPIISL,,,,,,LEISL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - ISRAEL,LE - ISRAEL,WEO,Israel,ECONOMICS,Employment,PCPIISR,,,,,,LEISR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - ITALY,LE - ITALY,WEO,Italy,ECONOMICS,Employment,PCPIITA,,,,,,LEITA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - JAPAN,LE - JAPAN,WEO,Japan,ECONOMICS,Employment,PCPIJPN,,,,,,LEJPN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - KOREA,LE - KOREA,WEO,Korea,ECONOMICS,Employment,PCPIKOR,,,,,,LEKOR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - LUXEMBOURG,LE - LUXEMBOURG,WEO,Luxembourg,ECONOMICS,Employment,PCPILUX,,,,,,LELUX,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - MALTA,LE - MALTA,WEO,Malta,ECONOMICS,Employment,PCPIMLT,,,,,,LEMLT,,,,,, ,,,Y,Y,EC,,,,,, 1983/12/31,, 1983/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - NETHERLANDS,LE - NETHERLANDS,WEO,Netherlands,ECONOMICS,Employment,PCPINLD,,,,,,LENLD,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - NORWAY,LE - NORWAY,WEO,Norway,ECONOMICS,Employment,PCPINOR,,,,,,LENOR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - NEW ZEALAND,LE - NEW ZEALAND,WEO,New Zealand,ECONOMICS,Employment,PCPINZL,,,,,,LENZL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - PORTUGAL,LE - PORTUGAL,WEO,Portugal,ECONOMICS,Employment,PCPIPRT,,,,,,LEPRT,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - SINGAPORE,LE - SINGAPORE,WEO,Singapore,ECONOMICS,Employment,PCPISGP,,,,,,LESGP,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - SLOVAK REPUBLIC,LE - SLOVAK REPUBLIC,WEO,Slovak Republic,ECONOMICS,Employment,PCPISVK,,,,,,LESVK,,,,,, ,,,Y,Y,EC,,,,,, 1993/12/31,, 1993/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - SLOVENIA,LE - SLOVENIA,WEO,Slovenia,ECONOMICS,Employment,PCPISVN,,,,,,LESVN,,,,,, ,,,Y,Y,EC,,,,,, 1992/12/31,, 1992/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - SWEDEN,LE - SWEDEN,WEO,Sweden,ECONOMICS,Employment,PCPISWE,,,,,,LESWE,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - TAIWAN PROVINCE OF CHINA,LE - TAIWAN,WEO,Taiwan,ECONOMICS,Employment,PCPITWN,,,,,,LETWN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
EMPLOYMENT - UNITED STATES,LE - UNITED STATES,WEO,USA,ECONOMICS,Employment,PCPIUSA,,,,,,LEUSA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ISLAMIC REPUBLIC OF AFGHANISTAN,LP - AFGHANISTAN,WEO,Afghanistan,ECONOMICS,LP,PCPIAFG,,,,,,LPAFG,,,,,, ,,,Y,Y,EC,,,,,, 2002/12/31,, 2002/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ANGOLA,LP - ANGOLA,WEO,Angola,ECONOMICS,LP,PCPIAGO,,,,,,LPAGO,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ALBANIA,LP - ALBANIA,WEO,Albania,ECONOMICS,LP,PCPIALB,,,,,,LPALB,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - UNITED ARAB EMIRATES,LP - UNITED ARAB EMIRATES,WEO,UAE,ECONOMICS,LP,PCPIARE,,,,,,LPARE,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ARGENTINA,LP - ARGENTINA,WEO,Argentina,ECONOMICS,LP,PCPIARG,,,,,,LPARG,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ARMENIA,LP - ARMENIA,WEO,Armenia,ECONOMICS,LP,PCPIARM,,,,,,LPARM,,,,,, ,,,Y,Y,EC,,,,,, 1992/12/31,, 1992/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ANTIGUA AND BARBUDA,LP - ANTIGUA AND BARBUDA,WEO,Antigua and Barbuda,ECONOMICS,LP,PCPIATG,,,,,,LPATG,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - AUSTRALIA,LP - AUSTRALIA,WEO,Australia,ECONOMICS,LP,PCPIAUS,,,,,,LPAUS,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - AUSTRIA,LP - AUSTRIA,WEO,Austria,ECONOMICS,LP,PCPIAUT,,,,,,LPAUT,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - AZERBAIJAN,LP - AZERBAIJAN,WEO,Azerbaijan,ECONOMICS,LP,PCPIAZE,,,,,,LPAZE,,,,,, ,,,Y,Y,EC,,,,,, 1992/12/31,, 1992/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BURUNDI,LP - BURUNDI,WEO,Burundi,ECONOMICS,LP,PCPIBDI,,,,,,LPBDI,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BELGIUM,LP - BELGIUM,WEO,Belgium,ECONOMICS,LP,PCPIBEL,,,,,,LPBEL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BENIN,LP - BENIN,WEO,Benin,ECONOMICS,LP,PCPIBEN,,,,,,LPBEN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BURKINA FASO,LP - BURKINA FASO,WEO,Burkina Faso,ECONOMICS,LP,PCPIBFA,,,,,,LPBFA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BANGLADESH,LP - BANGLADESH,WEO,Bangladesh,ECONOMICS,LP,PCPIBGD,,,,,,LPBGD,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BULGARIA,LP - BULGARIA,WEO,Bulgaria,ECONOMICS,LP,PCPIBGR,,,,,,LPBGR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BAHRAIN,LP - BAHRAIN,WEO,Bahrain,ECONOMICS,LP,PCPIBHR,,,,,,LPBHR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - THE BAHAMAS,LP - THE BAHAMAS,WEO,The Bahamas,ECONOMICS,LP,PCPIBHS,,,,,,LPBHS,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BOSNIA AND HERZEGOVINA,LP - BOSNIA AND HERZEGOVINA,WEO,Bosnia,ECONOMICS,LP,PCPIBIH,,,,,,LPBIH,,,,,, ,,,Y,Y,EC,,,,,, 1998/12/31,, 1998/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BELARUS,LP - BELARUS,WEO,Belarus,ECONOMICS,LP,PCPIBLR,,,,,,LPBLR,,,,,, ,,,Y,Y,EC,,,,,, 1992/12/31,, 1992/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BELIZE,LP - BELIZE,WEO,Belize,ECONOMICS,LP,PCPIBLZ,,,,,,LPBLZ,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BOLIVIA,LP - BOLIVIA,WEO,Bolivia,ECONOMICS,LP,PCPIBOL,,,,,,LPBOL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BRAZIL,LP - BRAZIL,WEO,Brazil,ECONOMICS,LP,PCPIBRA,,,,,,LPBRA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BARBADOS,LP - BARBADOS,WEO,Barbados,ECONOMICS,LP,PCPIBRB,,,,,,LPBRB,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BRUNEI DARUSSALAM,LP - BRUNEI DARUSSALAM,WEO,Brunei Darussalam,ECONOMICS,LP,PCPIBRN,,,,,,LPBRN,,,,,, ,,,Y,Y,EC,,,,,, 1985/12/31,, 1985/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BHUTAN,LP - BHUTAN,WEO,Bhutan,ECONOMICS,LP,PCPIBTN,,,,,,LPBTN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - BOTSWANA,LP - BOTSWANA,WEO,Botswana,ECONOMICS,LP,PCPIBWA,,,,,,LPBWA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CENTRAL AFRICAN REPUBLIC,LP - CENTRAL AFRICAN REPUBLIC,WEO,Central African Republic,ECONOMICS,LP,PCPICAF,,,,,,LPCAF,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CANADA,LP - CANADA,WEO,Canada,ECONOMICS,LP,PCPICAN,,,,,,LPCAN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - SWITZERLAND,LP - SWITZERLAND,WEO,Switzerland,ECONOMICS,LP,PCPICHE,,,,,,LPCHE,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CHILE,LP - CHILE,WEO,Chile,ECONOMICS,LP,PCPICHL,,,,,,LPCHL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CHINA,LP - CHINA,WEO,China,ECONOMICS,LP,PCPICHN,,,,,,LPCHN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - COTE D'IVOIRE,LP - COTE D'IVOIRE,WEO,Cote d'Ivoire,ECONOMICS,LP,PCPICIV,,,,,,LPCIV,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CAMEROON,LP - CAMEROON,WEO,Cameroon,ECONOMICS,LP,PCPICMR,,,,,,LPCMR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - DEMOCRATIC REPUBLIC OF CONGO,LP - DEMOCRATIC REPUBLIC OF CONGO,WEO,Democratic Republic of the Congo,ECONOMICS,LP,PCPICOD,,,,,,LPCOD,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - REPUBLIC OF CONGO,LP - REPUBLIC OF CONGO,WEO,Democratic Republic of the Congo,ECONOMICS,LP,PCPICOG,,,,,,LPCOG,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - COLOMBIA,LP - COLOMBIA,WEO,Colombia,ECONOMICS,LP,PCPICOL,,,,,,LPCOL,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - COMOROS,LP - COMOROS,WEO,Comoros,ECONOMICS,LP,PCPICOM,,,,,,LPCOM,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CAPE VERDE,LP - CAPE VERDE,WEO,Cape Verde,ECONOMICS,LP,PCPICPV,,,,,,LPCPV,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - COSTA RICA,LP - COSTA RICA,WEO,Costa Rica,ECONOMICS,LP,PCPICRI,,,,,,LPCRI,,,,,, ,,,Y,Y,EC,,,,,, 2000/12/31,, 2000/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CYPRUS,LP - CYPRUS,WEO,Cyprus,ECONOMICS,LP,PCPICYP,,,,,,LPCYP,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - CZECH REPUBLIC,LP - CZECH REPUBLIC,WEO,Czech Republic,ECONOMICS,LP,PCPICZE,,,,,,LPCZE,,,,,, ,,,Y,Y,EC,,,,,, 1995/12/31,, 1995/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GERMANY,LP - GERMANY,WEO,Germany,ECONOMICS,LP,PCPIDEU,,,,,,LPDEU,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - DJIBOUTI,LP - DJIBOUTI,WEO,Djibouti,ECONOMICS,LP,PCPIDJI,,,,,,LPDJI,,,,,, ,,,Y,Y,EC,,,,,, 1991/12/31,, 1991/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - DOMINICA,LP - DOMINICA,WEO,Dominica,ECONOMICS,LP,PCPIDMA,,,,,,LPDMA,,,,,, ,,,Y,Y,EC,,,,,, 1990/12/31,, 1990/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - DENMARK,LP - DENMARK,WEO,Denmark,ECONOMICS,LP,PCPIDNK,,,,,,LPDNK,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - DOMINICAN REPUBLIC,LP - DOMINICAN REPUBLIC,WEO,Dominican Republic,ECONOMICS,LP,PCPIDOM,,,,,,LPDOM,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ALGERIA,LP - ALGERIA,WEO,Algeria,ECONOMICS,LP,PCPIDZA,,,,,,LPDZA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ECUADOR,LP - ECUADOR,WEO,Ecuador,ECONOMICS,LP,PCPIECU,,,,,,LPECU,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - EGYPT,LP - EGYPT,WEO,Egypt,ECONOMICS,LP,PCPIEGY,,,,,,LPEGY,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ERITREA,LP - ERITREA,WEO,Eritrea,ECONOMICS,LP,PCPIERI,,,,,,LPERI,,,,,, ,,,Y,Y,EC,,,,,, 1992/12/31,, 1992/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - SPAIN,LP - SPAIN,WEO,Spain,ECONOMICS,LP,PCPIESP,,,,,,LPESP,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ESTONIA,LP - ESTONIA,WEO,Estonia,ECONOMICS,LP,PCPIEST,,,,,,LPEST,,,,,, ,,,Y,Y,EC,,,,,, 1993/12/31,, 1993/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - ETHIOPIA,LP - ETHIOPIA,WEO,Ethiopia,ECONOMICS,LP,PCPIETH,,,,,,LPETH,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - FINLAND,LP - FINLAND,WEO,Finland,ECONOMICS,LP,PCPIFIN,,,,,,LPFIN,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - FIJI,LP - FIJI,WEO,Fiji,ECONOMICS,LP,PCPIFJI,,,,,,LPFJI,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - FRANCE,LP - FRANCE,WEO,France,ECONOMICS,LP,PCPIFRA,,,,,,LPFRA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GABON,LP - GABON,WEO,Gabon,ECONOMICS,LP,PCPIGAB,,,,,,LPGAB,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - UNITED KINGDOM,LP - UNITED KINGDOM,WEO,United Kingdom,ECONOMICS,LP,PCPIGBR,,,,,,LPGBR,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GEORGIA,LP - GEORGIA,WEO,Georgia,ECONOMICS,LP,PCPIGEO,,,,,,LPGEO,,,,,, ,,,Y,Y,EC,,,,,, 1994/12/31,, 1994/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GHANA,LP - GHANA,WEO,Ghana,ECONOMICS,LP,PCPIGHA,,,,,,LPGHA,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GUINEA,LP - GUINEA,WEO,Guinea,ECONOMICS,LP,PCPIGIN,,,,,,LPGIN,,,,,, ,,,Y,Y,EC,,,,,, 1990/12/31,, 1990/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - THE GAMBIA,LP - THE GAMBIA,WEO,The Gambia,ECONOMICS,LP,PCPIGMB,,,,,,LPGMB,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GUINEA-BISSAU,LP - GUINEA-BISSAU,WEO,Guinea-Bissau,ECONOMICS,LP,PCPIGNB,,,,,,LPGNB,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - EQUATORIAL GUINEA,LP - EQUATORIAL GUINEA,WEO,Equatorial Guinea,ECONOMICS,LP,PCPIGNQ,,,,,,LPGNQ,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GREECE,LP - GREECE,WEO,Greece,ECONOMICS,LP,PCPIGRC,,,,,,LPGRC,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GRENADA,LP - GRENADA,WEO,Grenada,ECONOMICS,LP,PCPIGRD,,,,,,LPGRD,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GUATEMALA,LP - GUATEMALA,WEO,Guatemala,ECONOMICS,LP,PCPIGTM,,,,,,LPGTM,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - GUYANA,LP - GUYANA,WEO,Guyana,ECONOMICS,LP,PCPIGUY,,,,,,LPGUY,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
POPULATION - HONG KONG SAR,LP - HONG KONG SAR,WEO,Hong Kong,ECONOMICS,LP,PCPIHKG,,,,,,LPHKG,,,,,, ,,,Y,Y,EC,,,,,, 1980/12/31,, 1980/12/31,,,,,, 2012/05/31,,,,,N,N,N,
