NAME,SHORTNAME,PROVIDER,PLACE,TYPE,SUB_TYPE,INDEX_PARENT,COMPO_PARENT,MEP,COMPO,DOWNLOAD,MNEMO,CODE,ISIN,REUTERS,BLOOMBERG,YAHOO,GOOGLE,LAUNCH,NB,CURR,CALCUL,FREQUENCY,PRICE,WEIGHTING,FLOAT,SHARES,CAPPING,BASE_VALUE,BASE_DATE,BASE_CAPI,HISTORY,CONTINENT,ORD,WEBSITE,URL_IDX,URL_CMP,LAST_UPDATE,CRITERIA,REV_COMPO,REV_FLOAT,ARR_FLOAT,FUTURES,OPTIONS,ETF,LEVEL3
EURO STOXX 50 RISK CONTROL 10% RV TR (USD),ESTX50 RISKCONT10%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R10UG,CH0147233297,CH0147233297,.SX5R10UG,SX5R10UG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 10% GR (EUR),ESTX50 RISKCONT 10% EUR (GR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SXRI10EG,CH0147233503,CH0147233503,.SXRI10EG,SXRI10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 5% RV TR (USD),ESTX50 RISKCONT5%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R5UG,CH0147236621,CH0147236621,.SX5R5UG,SX5R5UG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 20% RV NR (USD),ESTX50 RISKCONT20%RV USD (NR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R20UN,CH0147236647,CH0147236647,.SX5R20UN,SX5R20UN,,, 2012/04/04,,USD,D,C,NR,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 15% RV NR (USD),ESTX50 RISKCONT15%RV USD (NR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R15UN,CH0147236662,CH0147236662,.SX5R15UN,SX5R15UN,,, 2012/04/04,,USD,D,C,NR,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 12% GR (EUR),ESTX50 RISKCONT 12% EUR (GR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SXRI12EG,CH0147236670,CH0147236670,.SXRI12EG,SXRI12EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 12% RV NR (USD),ESTX50 RISKCONT12%RV USD (NR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R12UN,CH0147236696,CH0147236696,.SX5R12UN,SX5R12UN,,, 2012/04/04,,USD,D,C,NR,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 15% GR (EUR),ESTX50 RISKCONT 15% EUR (GR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SXRI15EG,CH0147236704,CH0147236704,.SXRI15EG,SXRI15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 10% RV NR (USD),ESTX50 RISKCONT10%RV USD (NR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R10UN,CH0147236712,CH0147236712,.SX5R10UN,SX5R10UN,,, 2012/04/04,,USD,D,C,NR,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 20% GR (EUR),ESTX50 RISKCONT 20% EUR (GR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SXRI20EG,CH0147236720,CH0147236720,.SXRI20EG,SXRI20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 5% GR (EUR),ESTX50 RISKCONT 5% EUR (GR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SXRI5EG,CH0147236738,CH0147236738,.SXRI5EG,SXRI5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 5% RV NR (USD),ESTX50 RISKCONT5%RV USD (NR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R5UN,CH0147236753,CH0147236753,.SX5R5UN,SX5R5UN,,, 2012/04/04,,USD,D,C,NR,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX ALL EUROPE 100 RISK CONTROL 10% RV TR (EUR),STX EUA 100 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SEAR10EG,CH0147236761,CH0147236761,.SEAR10EG,SEAR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX JAPAN 50 RISK CONTROL 15% RV TR (EUR),STX JP 50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SJPR15EG,CH0147236787,CH0147236787,.SJPR15EG,SJPR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX JAPAN 50 RISK CONTROL 20% RV TR (EUR),STX JP 50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SJPR20EG,CH0147237454,CH0147237454,.SJPR20EG,SJPR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 20% RV ER (USD),ESTX50 RISKCONT20%RV USD (ER),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R20UE,CH0147237462,CH0147237462,.SX5R20UE,SX5R20UE,,, 2012/04/04,,USD,D,C,ER,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX ALL EUROPE 100 RISK CONTROL 15% RV TR (EUR),STX EUA 100 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SEAR15EG,CH0147237470,CH0147237470,.SEAR15EG,SEAR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX JAPAN 50 RISK CONTROL 5% RV TR (EUR),STX JP 50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SJPR5EG,CH0147237488,CH0147237488,.SJPR5EG,SJPR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX LATIN AMERICA 50 RISK CONTROL 10% RV TR (EUR),STX LATAM 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SLR10EG,CH0147237512,CH0147237512,.SLR10EG,SLR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ALL EUROPE 100 RISK CONTROL 20% RV TR (EUR),STX EUA 100 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SEAR20EG,CH0147237520,CH0147237520,.SEAR20EG,SEAR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ALL EUROPE 100 RISK CONTROL 5% RV TR (EUR),STX EUA 100 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SEAR5EG,CH0147238536,CH0147238536,.SEAR5EG,SEAR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX LATIN AMERICA 50 RISK CONTROL 15% RV TR (EUR),STX LATAM 50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SLR15EG,CH0147238551,CH0147238551,.SLR15EG,SLR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AMERICAS 100 RISK CONTROL 10% RV TR (EUR),STX AM 100 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAMR10EG,CH0147238577,CH0147238577,.SAMR10EG,SAMR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX LATIN AMERICA 50 RISK CONTROL 20% RV TR (EUR),STX LATAM 50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SLR20EG,CH0147238593,CH0147238593,.SLR20EG,SLR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AMERICAS 100 RISK CONTROL 15% RV TR (EUR),STX AM 100 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAMR15EG,CH0147238619,CH0147238619,.SAMR15EG,SAMR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX LATIN AMERICA 50 RISK CONTROL 5% RV TR (EUR),STX LATAM 50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SLR5EG,CH0147238692,CH0147238692,.SLR5EG,SLR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AMERICAS 100 RISK CONTROL 20% RV TR (EUR),STX AM 100 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAMR20EG,CH0147238700,CH0147238700,.SAMR20EG,SAMR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX JAPAN 50 RISK CONTROL 10% RV TR (EUR),STX JP 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SJPR10EG,CH0147238718,CH0147238718,.SJPR10EG,SJPR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AMERICAS 100 RISK CONTROL 5% RV TR (EUR),STX AM 100 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAMR5EG,CH0147240771,CH0147240771,.SAMR5EG,SAMR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ASIA 100 RISK CONTROL 10% RV TR (EUR),STX AS 100 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAR10EG,CH0147240805,CH0147240805,.SAR10EG,SAR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ASIA 100 RISK CONTROL 15% RV TR (EUR),STX AS 100 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAR15EG,CH0147240813,CH0147240813,.SAR15EG,SAR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ASIA 100 RISK CONTROL 20% RV TR (EUR),STX AS 100 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAR20EG,CH0147240839,CH0147240839,.SAR20EG,SAR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX PACIFIC 50 RISK CONTROL 10% RV TR (EUR),STX PA 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SPR10EG,CH0147240854,CH0147240854,.SPR10EG,SPR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX PACIFIC 50 RISK CONTROL 15% RV TR (EUR),STX PA 50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SPR15EG,CH0147240870,CH0147240870,.SPR15EG,SPR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX PACIFIC 50 RISK CONTROL 20% RV TR (EUR),STX PA 50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SPR20EG,CH0147240896,CH0147240896,.SPR20EG,SPR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ASIA 100 RISK CONTROL 5% RV TR (EUR),STX AS 100 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAR5EG,CH0147240904,CH0147240904,.SAR5EG,SAR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX PACIFIC 50 RISK CONTROL 5% RV TR (EUR),STX PA 50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SPR5EG,CH0147240912,CH0147240912,.SPR5EG,SPR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX SINGAPORE 20 RISK CONTROL 10% RV TR (EUR),STX SG 20 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SSGR10EG,CH0147240938,CH0147240938,.SSGR10EG,SSGR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 10% RV TR (EUR),STX AU 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR10EG,CH0147240946,CH0147240946,.SAUR10EG,SAUR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 15% RV TR (EUR),STX AU 50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR15EG,CH0147240961,CH0147240961,.SAUR15EG,SAUR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX SINGAPORE 20 RISK CONTROL 15% RV TR (EUR),STX SG 20 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SSGR15EG,CH0147240979,CH0147240979,.SSGR15EG,SSGR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 20% RV TR (EUR),STX AU 50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR20EG,CH0147241001,CH0147241001,.SAUR20EG,SAUR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX SINGAPORE 20 RISK CONTROL 20% RV TR (EUR),STX SG 20 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SSGR20EG,CH0147241027,CH0147241027,.SSGR20EG,SSGR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX SINGAPORE 20 RISK CONTROL 5% RV TR (EUR),STX SG 20 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SSGR5EG,CH0147241035,CH0147241035,.SSGR5EG,SSGR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 15% RV ER (USD),ESTX50 RISKCONT15%RV USD (ER),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R15UE,CH0147241043,CH0147241043,.SX5R15UE,SX5R15UE,,, 2012/04/04,,USD,D,C,ER,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX SPAIN 20 RISK CONTROL 10% RV TR (EUR),STX ES 20 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SESR10EG,CH0147241050,CH0147241050,.SESR10EG,SESR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 12% RV ER (USD),ESTX50 RISKCONT12%RV USD (ER),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R12UE,CH0147241076,CH0147241076,.SX5R12UE,SX5R12UE,,, 2012/04/04,,USD,D,C,ER,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX SPAIN 20 RISK CONTROL 15% RV TR (EUR),STX ES 20 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SESR15EG,CH0147241092,CH0147241092,.SESR15EG,SESR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 10% RV ER (USD),ESTX50 RISKCONT10%RV USD (ER),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R10UE,CH0147241100,CH0147241100,.SX5R10UE,SX5R10UE,,, 2012/04/04,,USD,D,C,ER,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX SPAIN 20 RISK CONTROL 20% RV TR (EUR),STX ES 20 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SESR20EG,CH0147241126,CH0147241126,.SESR20EG,SESR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 5% RV ER (USD),ESTX50 RISKCONT5%RV USD (ER),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R5UE,CH0147241134,CH0147241134,.SX5R5UE,SX5R5UE,,, 2012/04/04,,USD,D,C,ER,,,,,100, 1999/05/18,,,,-1,,,,,,,,,,,,
STOXX SPAIN 20 RISK CONTROL 5% RV TR (EUR),STX ES 20 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SESR5EG,CH0147241167,CH0147241167,.SESR5EG,SESR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 20% RV TR (EUR),ESTX50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R20EG,CH0147241175,CH0147241175,.SX5R20EG,SX5R20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 5% RV TR (EUR),STX AU 50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR5EG,CH0147241191,CH0147241191,.SAUR5EG,SAUR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 15% RV TR (EUR),ESTX50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R15EG,CH0147241266,CH0147241266,.SX5R15EG,SX5R15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 10% RV TR (EUR),STX BRIC 100 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR10EG,CH0147241274,CH0147241274,.SBR10EG,SBR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 15% RV TR (EUR),STX BRIC 100 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR15EG,CH0147241282,CH0147241282,.SBR15EG,SBR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 12% RV TR (EUR),ESTX50 RISKCONT12%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R12EG,CH0147241290,CH0147241290,.SX5R12EG,SX5R12EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 10% RV TR (EUR),ESTX50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R10EG,CH0147241308,CH0147241308,.SX5R10EG,SX5R10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
EURO STOXX 50 RISK CONTROL 5% RV TR (EUR),ESTX50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SX5R5EG,CH0147241324,CH0147241324,.SX5R5EG,SX5R5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX ASIA 100 RISK CONTROL 5% RV TR (USD),STX AS 100 RISKCONT5%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAR5DG,CH0147241381,CH0147241381,.SAR5DG,SAR5DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 20% RV TR (EUR),STX BRIC 100 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR20EG,CH0147241399,CH0147241399,.SBR20EG,SBR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 10% RV TR (USD),STX AU 50 RISKCONT10%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR10DG,CH0147241415,CH0147241415,.SAUR10DG,SAUR10DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 5% RV TR (EUR),STX BRIC 100 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR5EG,CH0147244310,CH0147244310,.SBR5EG,SBR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 15% RV TR (USD),STX AU 50 RISKCONT15%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR15DG,CH0147244336,CH0147244336,.SAUR15DG,SAUR15DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX CANADA 50 RISK CONTROL 10% RV TR (EUR),STX CA 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SCAR10EG,CH0147244351,CH0147244351,.SCAR10EG,SCAR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX CANADA 50 RISK CONTROL 15% RV TR (EUR),STX CA 50 RISKCONT15%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SCAR15EG,CH0147244377,CH0147244377,.SCAR15EG,SCAR15EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX CANADA 50 RISK CONTROL 20% RV TR (EUR),STX CA 50 RISKCONT20%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SCAR20EG,CH0147244401,CH0147244401,.SCAR20EG,SCAR20EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 20% RV TR (USD),STX AU 50 RISKCONT20%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR20DG,CH0147244419,CH0147244419,.SAUR20DG,SAUR20DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX CANADA 50 RISK CONTROL 5% RV TR (EUR),STX CA 50 RISKCONT5%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SCAR5EG,CH0147244427,CH0147244427,.SCAR5EG,SCAR5EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX AUSTRALIA 50 RISK CONTROL 5% RV TR (USD),STX AU 50 RISKCONT5%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SAUR5DG,CH0147244435,CH0147244435,.SAUR5DG,SAUR5DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 10% RV TR (USD),STX BRIC 100 RISKCONT10%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR10DG,CH0147244468,CH0147244468,.SBR10DG,SBR10DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX FRANCE 50 RISK CONTROL 10% RV TR (EUR),STX FR 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SFRR10EG,CH0147244476,CH0147244476,.SFRR10EG,SFRR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 15% RV TR (USD),STX BRIC 100 RISKCONT15%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR15DG,CH0147244484,CH0147244484,.SBR15DG,SBR15DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX UK 50 RISK CONTROL 10% RV TR (EUR),STX UK 50 RISKCONT10%RV EUR (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SUKR10EG,CH0147244492,CH0147244492,.SUKR10EG,SUKR10EG,,, 2012/04/04,,EUR,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
STOXX BRIC 100 RISK CONTROL 20% RV TR (USD),STX BRIC 100 RISKCONT20%RV USD (TR),STOXX,,EQUITY,STRATEGY,,,,,STOXXCOM,SBR20DG,CH0147244500,CH0147244500,.SBR20DG,SBR20DG,,, 2012/04/04,,USD,D,C,TR,,,,,1000, 2011/01/31,,,,-1,,,,,,,,,,,,
