CODE	NAME	PROVIDER	PLACE	TYPE	SUB_TYPE
VNXASMEETRUSD	IFRC VNX ALL-SHARE MEDIA EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLPRVND	IFRC VNX ALL-SHARE TRAVEL & LEISURE (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLPREUR	IFRC VNX ALL-SHARE TRAVEL & LEISURE (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLPRJPY	IFRC VNX ALL-SHARE TRAVEL & LEISURE (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLPRUSD	IFRC VNX ALL-SHARE TRAVEL & LEISURE (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLTRVND	IFRC VNX ALL-SHARE TRAVEL & LEISURE TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLTREUR	IFRC VNX ALL-SHARE TRAVEL & LEISURE TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLTRJPY	IFRC VNX ALL-SHARE TRAVEL & LEISURE TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLTRUSD	IFRC VNX ALL-SHARE TRAVEL & LEISURE TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLEPRVND	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLEPREUR	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLEPRJPY	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLEPRUSD	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLETRVND	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLETREUR	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLETRJPY	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTLETRUSD	IFRC VNX ALL-SHARE TRAVEL & LEISURE EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRPRVND	IFRC VNX ALL-SHARE INSURANCE (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRPREUR	IFRC VNX ALL-SHARE INSURANCE (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRPRJPY	IFRC VNX ALL-SHARE INSURANCE (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRPRUSD	IFRC VNX ALL-SHARE INSURANCE (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRTRVND	IFRC VNX ALL-SHARE INSURANCE TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRTREUR	IFRC VNX ALL-SHARE INSURANCE TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRTRJPY	IFRC VNX ALL-SHARE INSURANCE TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRTRUSD	IFRC VNX ALL-SHARE INSURANCE TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIREPRVND	IFRC VNX ALL-SHARE INSURANCE EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIREPREUR	IFRC VNX ALL-SHARE INSURANCE EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIREPRJPY	IFRC VNX ALL-SHARE INSURANCE EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIREPRUSD	IFRC VNX ALL-SHARE INSURANCE EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRETRVND	IFRC VNX ALL-SHARE INSURANCE EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRETREUR	IFRC VNX ALL-SHARE INSURANCE EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRETRJPY	IFRC VNX ALL-SHARE INSURANCE EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASIRETRUSD	IFRC VNX ALL-SHARE INSURANCE EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREPRVND	IFRC VNX ALL-SHARE REAL ESTATE (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREPREUR	IFRC VNX ALL-SHARE REAL ESTATE (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREPRJPY	IFRC VNX ALL-SHARE REAL ESTATE (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREPRUSD	IFRC VNX ALL-SHARE REAL ESTATE (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRETRVND	IFRC VNX ALL-SHARE REAL ESTATE TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRETREUR	IFRC VNX ALL-SHARE REAL ESTATE TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRETRJPY	IFRC VNX ALL-SHARE REAL ESTATE TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRETRUSD	IFRC VNX ALL-SHARE REAL ESTATE TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREEPRVND	IFRC VNX ALL-SHARE REAL ESTATE EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREEPREUR	IFRC VNX ALL-SHARE REAL ESTATE EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREEPRJPY	IFRC VNX ALL-SHARE REAL ESTATE EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREEPRUSD	IFRC VNX ALL-SHARE REAL ESTATE EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREETRVND	IFRC VNX ALL-SHARE REAL ESTATE EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREETREUR	IFRC VNX ALL-SHARE REAL ESTATE EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREETRJPY	IFRC VNX ALL-SHARE REAL ESTATE EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASREETRUSD	IFRC VNX ALL-SHARE REAL ESTATE EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSPRVND	IFRC VNX ALL-SHARE FINANCIAL SERVICES (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSPREUR	IFRC VNX ALL-SHARE FINANCIAL SERVICES (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSPRJPY	IFRC VNX ALL-SHARE FINANCIAL SERVICES (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSPRUSD	IFRC VNX ALL-SHARE FINANCIAL SERVICES (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSTRVND	IFRC VNX ALL-SHARE FINANCIAL SERVICES TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSTREUR	IFRC VNX ALL-SHARE FINANCIAL SERVICES TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSTRJPY	IFRC VNX ALL-SHARE FINANCIAL SERVICES TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSTRUSD	IFRC VNX ALL-SHARE FINANCIAL SERVICES TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSEPRVND	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSEPREUR	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSEPRJPY	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSEPRUSD	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSETRVND	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSETREUR	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSETRJPY	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFSETRUSD	IFRC VNX ALL-SHARE FINANCIAL SERVICES EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYPRVND	IFRC VNX ALL-SHARE TECHNOLOGY (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYPREUR	IFRC VNX ALL-SHARE TECHNOLOGY (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYPRJPY	IFRC VNX ALL-SHARE TECHNOLOGY (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYPRUSD	IFRC VNX ALL-SHARE TECHNOLOGY (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYTRVND	IFRC VNX ALL-SHARE TECHNOLOGY TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYTREUR	IFRC VNX ALL-SHARE TECHNOLOGY TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYTRJPY	IFRC VNX ALL-SHARE TECHNOLOGY TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYTRUSD	IFRC VNX ALL-SHARE TECHNOLOGY TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYEPRVND	IFRC VNX ALL-SHARE TECHNOLOGY EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYEPREUR	IFRC VNX ALL-SHARE TECHNOLOGY EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYEPRJPY	IFRC VNX ALL-SHARE TECHNOLOGY EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYEPRUSD	IFRC VNX ALL-SHARE TECHNOLOGY EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYETRVND	IFRC VNX ALL-SHARE TECHNOLOGY EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYETREUR	IFRC VNX ALL-SHARE TECHNOLOGY EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYETRJPY	IFRC VNX ALL-SHARE TECHNOLOGY EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASTYETRUSD	IFRC VNX ALL-SHARE TECHNOLOGY EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
