name	code_ctr	indcode	year	value	last_upd
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2003	73.7310737133503	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2004	82.93187943442	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2005	82.3045391607147	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2006	93.6909090909093	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2007	81.4229121993119	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2008	86.5199615199617	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2009	75.8195701920209	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2010	90.8587536494515	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2002	301.528695175277	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2003	296.564744688701	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2004	130.459911370305	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2005	97.7107992395301	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2006	121.171503217889	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2007	267.459075896753	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2008	163.271671163233	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2009	208.725012469785	2013/06/24
Fertilizer consumption (% of fertilizer production) - France	FRA	AG.CON.FERT.PT.ZS	2010	186.850606739758	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2002	31.8072289156627	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2003	14.9851111140007	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2004	15.1187882009035	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2005	22.6850719636242	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2006	17.2249329296035	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2007	14.5195794328716	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2008	12.8668205277585	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2009	14.4449805158656	2013/06/24
Fertilizer consumption (% of fertilizer production) - Georgia	GEO	AG.CON.FERT.PT.ZS	2010	11.6419229262356	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2002	57.4420265408602	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2003	55.0259186519845	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2004	57.5230389528317	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2005	52.8730291049702	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2006	50.3413295486386	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2007	59.3228405129574	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2008	55.6740653501973	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2009	68.2929588756944	2013/06/24
Fertilizer consumption (% of fertilizer production) - Germany	DEU	AG.CON.FERT.PT.ZS	2010	64.7896796646188	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2002	210.573372783998	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2003	149.853926264296	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2004	197.175446278638	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2005	194.012859323523	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2006	356.46985898032	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2007	354.174616282713	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2008	475.893024710667	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2009	473.839989071536	2013/06/24
Fertilizer consumption (% of fertilizer production) - Greece	GRC	AG.CON.FERT.PT.ZS	2010	610.230952380954	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2002	188.025729836714	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2003	213.832372954832	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2004	170.255947682941	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2005	125.92273740612	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2006	150.993377483444	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2007	227.386889598507	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2008	227.216414409	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2009	158.04523452707	2013/06/24
Fertilizer consumption (% of fertilizer production) - Hungary	HUN	AG.CON.FERT.PT.ZS	2010	159.234351605992	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2002	113.401275032345	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2003	119.961055081536	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2004	121.48632440882	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2005	132.896008909816	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2006	152.551053782092	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2007	172.230339025303	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2008	188.224021366357	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2009	180.965578511864	2013/06/24
Fertilizer consumption (% of fertilizer production) - India	IND	AG.CON.FERT.PT.ZS	2010	181.227423519019	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2002	111.657852359229	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2003	111.024297158404	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2004	123.185040323133	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2005	102.582993062733	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2006	109.027606174756	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2007	112.192884920902	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2008	117.562956096072	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2009	110.918872970787	2013/06/24
Fertilizer consumption (% of fertilizer production) - Indonesia	IDN	AG.CON.FERT.PT.ZS	2010	113.4576141827	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2002	138.228536006238	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2003	143.33758778949	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2004	187.104541362199	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2005	180.047548938169	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2006	237.47387596464	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2007	183.095352041536	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2008	148.387645723748	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2009	125.361235935668	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iran, Islamic Rep.	IRN	AG.CON.FERT.PT.ZS	2010	112.332126591148	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2004	111.353525504296	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2005	132.435889589326	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2006	132.454361054767	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2007	144.87379245871	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2008	132.773697096887	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2009	187.358731057924	2013/06/24
Fertilizer consumption (% of fertilizer production) - Iraq	IRQ	AG.CON.FERT.PT.ZS	2010	141.987577639752	2013/06/24
Fertilizer consumption (% of fertilizer production) - Ireland	IRL	AG.CON.FERT.PT.ZS	2002	337.831730769231	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2002	3.85264910168408	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2003	3.90390688128653	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2004	3.90413204259651	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2005	3.35410420722614	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2006	3.40915883064377	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2007	3.87444022601758	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2008	2.89226879992334	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2009	2.53487320647332	2013/06/24
Fertilizer consumption (% of fertilizer production) - Israel	ISR	AG.CON.FERT.PT.ZS	2010	2.32676540445403	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2002	274.970139066633	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2003	264.941891395731	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2004	219.446840572504	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2005	314.270897275787	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2006	354.007504242826	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2007	430.564095118457	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2008	222.458534003048	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2009	256.268026665139	2013/06/24
Fertilizer consumption (% of fertilizer production) - Italy	ITA	AG.CON.FERT.PT.ZS	2010	274.405396825397	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2002	129.160262398284	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2003	137.267459676556	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2004	139.131102668838	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2005	141.341939114224	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2006	136.296174764459	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2007	142.12806725462	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2008	135.680730447225	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2009	115.820124557106	2013/06/24
Fertilizer consumption (% of fertilizer production) - Japan	JPN	AG.CON.FERT.PT.ZS	2010	123.556782839219	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2002	20.14308167931	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2003	10.8254779961546	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2004	6.30939107518436	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2005	9.55563022109787	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2006	8.61362254603936	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2007	8.60263204327116	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2008	2.99327154706951	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2009	6.5484676669523	2013/06/24
Fertilizer consumption (% of fertilizer production) - Jordan	JOR	AG.CON.FERT.PT.ZS	2010	1.35593220338983	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2002	25.1059322033898	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2003	25.2980430381645	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2004	26.6459069102141	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2005	33.4012820197952	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2006	37.93640612114	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2007	39.8392900624984	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2008	16.8367597138296	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2009	33.9759036144579	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kazakhstan	KAZ	AG.CON.FERT.PT.ZS	2010	22.7710843373494	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2002	125.950883060644	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2003	266.022808121717	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2004	144.537675279332	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2005	178.543594698268	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2006	134.233355097143	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2007	135.597934444533	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2008	133.980329260899	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2009	80.9000962377621	2013/06/24
Fertilizer consumption (% of fertilizer production) - Korea, Rep.	KOR	AG.CON.FERT.PT.ZS	2010	61.9614872272159	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2002	8.28828828828831	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2005	12.7764127764128	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2006	5.05050505050506	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2008	3.22245322245322	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2009	0.177704063499585	2013/06/24
Fertilizer consumption (% of fertilizer production) - Kuwait	KWT	AG.CON.FERT.PT.ZS	2010	1.99143951340392	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2002	52.0000000000001	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2003	20.1150837988827	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2004	23.5073134672015	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2005	27.7875	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2006	27.0066666666667	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2007	28.6386666666667	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2008	24.6536658141518	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2009	26.0084835630965	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lebanon	LBN	AG.CON.FERT.PT.ZS	2010	39.5735567970205	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2002	30.9544635966041	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2003	15.8160737812912	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2004	23.7056170346672	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2005	30.5842228586306	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2006	19.462699122023	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2007	29.6943717641819	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2008	17.2324136934855	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2009	28.1884	2013/06/24
Fertilizer consumption (% of fertilizer production) - Libya	LBY	AG.CON.FERT.PT.ZS	2010	21.44	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2002	21.2327268878409	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2003	24.161718101643	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2004	29.1814894854958	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2005	17.3781026153201	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2006	18.4175631435732	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2007	13.9103071098023	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2008	14.67636828849	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2009	9.53504326030684	2013/06/24
Fertilizer consumption (% of fertilizer production) - Lithuania	LTU	AG.CON.FERT.PT.ZS	2010	19.3842931698144	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malawi	MWI	AG.CON.FERT.PT.ZS	2006	83233.5616438358	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malawi	MWI	AG.CON.FERT.PT.ZS	2007	96273.8461538464	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malawi	MWI	AG.CON.FERT.PT.ZS	2008	61195.6043956045	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malawi	MWI	AG.CON.FERT.PT.ZS	2009	57016.6666666667	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2002	195.801731914126	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2003	233.11992786294	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2004	326.15876549677	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2005	234.998989660863	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2006	247.507596683973	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2007	268.908582366964	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2008	222.705706878371	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2009	126.312574921261	2013/06/24
Fertilizer consumption (% of fertilizer production) - Malaysia	MYS	AG.CON.FERT.PT.ZS	2010	210.1422	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2004	289.248411040491	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2005	348.79800063472	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2006	384.60496264468	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2007	135.697033085275	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2008	264.767987976705	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2009	176.87164793182	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mali	MLI	AG.CON.FERT.PT.ZS	2010	492.594906158608	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mauritius	MUS	AG.CON.FERT.PT.ZS	2002	185.196078431373	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mauritius	MUS	AG.CON.FERT.PT.ZS	2003	306.454238864985	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mauritius	MUS	AG.CON.FERT.PT.ZS	2004	1030.76626877166	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2002	389.080272073856	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2003	514.805395518083	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2004	405.438622858057	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2005	411.965056140633	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2006	529.385080976047	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2007	433.62095864731	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2008	266.3229240034	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2009	260.771455756423	2013/06/24
Fertilizer consumption (% of fertilizer production) - Mexico	MEX	AG.CON.FERT.PT.ZS	2010	285.493884401322	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2002	37.0421408011192	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2003	35.1128731474082	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2004	28.9934502856483	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2005	39.6622340629139	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2006	33.3812632868024	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2007	32.8596163169195	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2008	38.6926634170729	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2009	21.7920132013201	2013/06/24
Fertilizer consumption (% of fertilizer production) - Morocco	MAR	AG.CON.FERT.PT.ZS	2010	13.3016044952948	2013/06/24
Fertilizer consumption (% of fertilizer production) - Myanmar	MMR	AG.CON.FERT.PT.ZS	2002	207.397058823529	2013/06/24
Fertilizer consumption (% of fertilizer production) - Myanmar	MMR	AG.CON.FERT.PT.ZS	2003	338.513333333334	2013/06/24
Fertilizer consumption (% of fertilizer production) - Myanmar	MMR	AG.CON.FERT.PT.ZS	2004	493.41	2013/06/24
